"filename", "language", "Python", "C++", "PowerShell", "Markdown", "Shell Script", "Properties", "HTML", "reStructuredText", "JavaScript", "PostCSS", "XML", "JSON", "comment", "blank", "total"
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebChannel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebEngine.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebEngineCore.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 23
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebEngineWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebKit.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebKitWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWebSockets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtWinExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtX11Extras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtXml.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.QtXmlPatterns.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 30
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt5.uic.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QAxContainer.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qsci.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DAnimation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DInput.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DLogic.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.Qt3DRender.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 17
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtBluetooth.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtCharts.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtDBus.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtDataVisualization.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtDesigner.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtGraphs.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtGraphsWidgets.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtGui.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtHelp.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtMultimedia.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtMultimediaWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtNetwork.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtNetworkAuth.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtNfc.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtOpenGL.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtOpenGLWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtPdf.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtPdfWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtPositioning.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtPrintSupport.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtQml.py", "Python", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtQuick.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtQuick3D.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtQuickWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtRemoteObjects.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSensors.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSerialPort.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSpatialAudio.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSql.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtStateMachine.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSvg.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtSvgWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtTest.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtTextToSpeech.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWebChannel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWebEngineCore.py", "Python", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 28
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWebEngineQuick.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWebEngineWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWebSockets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.QtXml.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 27
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PyQt6.uic.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 3, 18
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DAnimation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DInput.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DLogic.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qt3DRender.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtAxContainer.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtCharts.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtConcurrent.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtCore.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtDataVisualization.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtGui.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtHelp.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtLocation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtMacExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtMultimedia.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtMultimediaWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtNetwork.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtOpenGL.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtOpenGLFunctions.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtPositioning.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtPrintSupport.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtQml.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4, 20
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtQuick.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtQuickControls2.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtQuickWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtRemoteObjects.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtScript.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtScriptTools.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtScxml.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtSensors.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtSerialPort.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtSql.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtSvg.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtTest.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtTextToSpeech.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtUiTools.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 16
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebChannel.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebEngine.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebEngineCore.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 23
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebEngineWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebKit.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebKitWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWebSockets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWidgets.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtWinExtras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtX11Extras.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtXml.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.QtXmlPatterns.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.Qwt5.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 32
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide2.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 26
"/home/david/DVHS Robotics/bubonic-corona/venv/lib/python3.12/site-packages/PyInstaller/hooks/hook-PySide6.Qt3DAnimation.py", "Python", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 15
